[KEY]markerid,[P10]markerid,[P7]markerid,[P5]markerid,NO,시군구,**시,**구,**동,[P2]시군구_단지명,[P9]단지명_erased_**동,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자,주택유형
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,3220,광주시 남구 봉선동,광주시,남구,봉선동,광주시 남구 봉선동 봉선동르오네뜨,르오네뜨,1159,1159,0,봉선동르오네뜨,168.9015,202309,26,"150,000",-,16,-,-,2023,봉선1로 6,-,중개거래,광주 남구,-,아파트
113133,UNMAPPED,113133,UNMAPPED,3224,광주시 북구 중흥동,광주시,북구,중흥동,광주시 북구 중흥동 프라임아너팰리스,프라임아너팰리스,670-5,670,5,프라임아너팰리스,77.8405,202309,26,"27,200",101동,12,-,-,2017,제봉로 266,-,중개거래,광주 동구 광주 북구,23.10.23,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,3226,광주시 남구 봉선동,광주시,남구,봉선동,광주시 남구 봉선동 주월동이지더원3단지,주월동이지더원3단지,1148,1148,0,주월동이지더원3단지,84.9381,202309,26,"42,500",301,3,-,-,2012,봉선로51번길 12,-,중개거래,광주 남구,23.12.12,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,3251,광주시 서구 금호동,광주시,서구,금호동,광주시 서구 금호동 삼능공간,삼능공간,740-2,740,2,삼능공간,84.92,202309,26,"24,000",103,8,-,-,1994,운천로56번길 19,-,중개거래,광주 서구,23.11.10,아파트
125197,UNMAPPED,125197,125197,3265,광주시 서구 화정동,광주시,서구,화정동,광주시 서구 화정동 대륙,대륙,334-6,334,6,대륙,58.73,202309,25,"9,800",3,4,-,-,1982,월드컵4강로112번길 10,-,직거래,-,23.10.26,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,3276,광주시 북구 용봉동,광주시,북구,용봉동,광주시 북구 용봉동 대화,대화,1150-1,1150,1,대화,59.85,202309,25,"9,500",101,2,-,-,1994,고운로 24-3,-,중개거래,광주 북구,23.10.18,아파트
16657,UNMAPPED,16657,16657,3307,광주시 서구 농성동,광주시,서구,농성동,광주시 서구 농성동 세종,세종,380-5,380,5,세종,60.12,202309,25,"12,500",2,5,-,-,1980,월산로255번길 24,-,중개거래,광주 북구,23.10.25,아파트
16558,UNMAPPED,16558,16558,3317,광주시 광산구 월곡동,광주시,광산구,월곡동,광주시 광산구 월곡동 하남부영,하남부영,538-2,538,2,하남부영,60.0,202309,25,"14,600",205,11,-,-,1992,사암로 251,-,중개거래,광주 광산구,23.11.29,아파트
104902,UNMAPPED,104902,104902,3337,광주시 남구 진월동,광주시,남구,진월동,광주시 남구 진월동 브라운스톤진월,브라운스톤진월,872,872,0,브라운스톤진월,84.9624,202309,24,"40,500",102,9,-,-,2014,서문대로678번길 18,-,중개거래,광주 남구,24.01.19,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,3345,광주시 남구 봉선동,광주시,남구,봉선동,광주시 남구 봉선동 명지맨션,명지맨션,5,5,0,명지맨션,59.918,202309,24,"16,200",비,5,-,-,1988,용대로 128,-,중개거래,광주 남구,23.10.20,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,3358,광주시 서구 화정동,광주시,서구,화정동,광주시 서구 화정동 광주화정동골드클래스주상복합,광주화정동골드클래스주상복합,1709,1709,0,광주화정동골드클래스주상복합,84.9893,202309,23,"57,500",101동,23,-,-,2022,죽봉대로 17,-,중개거래,광주 남구 광주 서구,23.10.31,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,3361,광주시 광산구 송정동,광주시,광산구,송정동,광주시 광산구 송정동 대덕9,대덕9,230-8,230,8,대덕9,59.925,202309,23,"13,500",902,6,-,-,1995,송정로65번길 28,-,중개거래,광주 광산구,23.10.04,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,3376,광주시 광산구 소촌동,광주시,광산구,소촌동,광주시 광산구 소촌동 모아드림타운2차,모아드림타운2차,290-46,290,46,모아드림타운2차,59.7128,202309,23,"16,500",201,8,-,-,2001,소촌로86번길 20-5,-,중개거래,광주 광산구,23.11.08,아파트
123870,UNMAPPED,123870,123870,3427,광주시 남구 월산동,광주시,남구,월산동,광주시 남구 월산동 월산,월산,580,580,0,월산,66.67,202309,22,"7,300",1,3,-,-,1981,대남대로340번길 48-2,-,중개거래,광주 북구,23.09.27,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,3441,광주시 남구 봉선동,광주시,남구,봉선동,광주시 남구 봉선동 금호타운1,금호타운1,469-5,469,5,금호타운1,84.52,202309,22,"40,500",7,17,-,-,1993,봉선로133번길 4,-,중개거래,광주 남구,23.12.12,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,3485,광주시 서구 풍암동,광주시,서구,풍암동,광주시 서구 풍암동 대주2,대주2,1102,1102,0,대주2,127.2,202309,21,"42,000",202,9,-,-,2000,풍암순환로 5,-,중개거래,광주 서구,23.11.30,아파트
4991,UNMAPPED,4991,4991,3503,광주시 북구 신안동,광주시,북구,신안동,광주시 북구 신안동 삼익,삼익,478-18,478,18,삼익,69.34,202309,20,"10,000",제1동,8,-,-,1980,자미로 45,-,직거래,-,23.09.22,아파트
106296,UNMAPPED,106296,106296,3507,광주시 서구 쌍촌동,광주시,서구,쌍촌동,광주시 서구 쌍촌동 상무힐스테이트,상무힐스테이트,364,364,0,상무힐스테이트,134.6961,202309,20,"80,000",105,15,-,-,2010,상무대로911번길 42,-,직거래,-,23.10.18,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,3522,광주시 광산구 도산동,광주시,광산구,도산동,광주시 광산구 도산동 삼라극동마이다스,삼라극동마이다스,1298-3,1298,3,삼라극동마이다스,39.69,202309,20,"6,950",101,8,-,-,1998,남동길 18-10,-,직거래,-,23.10.05,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,3529,광주시 남구 방림동,광주시,남구,방림동,광주시 남구 방림동 삼일,삼일,436-1,436,1,삼일,75.18,202309,20,"29,300",11,5,-,-,1980,용대로171번길 7,-,중개거래,광주 남구,23.11.01,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,3533,광주시 광산구 우산동,광주시,광산구,우산동,광주시 광산구 우산동 토담휴로스,토담휴로스,1576-4,1576,4,토담휴로스,19.9163,202309,20,"6,211",휴로스주상복합빌딩,5,-,-,2013,무진대로231번길 13-5,-,직거래,-,23.09.21,아파트
5108,UNMAPPED,5108,5108,3560,광주시 북구 운암동,광주시,북구,운암동,광주시 북구 운암동 동일,동일,133-9,133,9,동일,84.93,202309,19,"13,200",-,4,-,-,1992,비엔날레로 51,-,중개거래,광주 북구,23.11.30,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,3569,광주시 북구 문흥동,광주시,북구,문흥동,광주시 북구 문흥동 호반,호반,995-2,995,2,호반,84.91,202309,19,"15,500",102,2,-,-,1994,문산로62번길 20,-,중개거래,광주 북구,23.10.31,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,3597,광주시 광산구 월계동,광주시,광산구,월계동,광주시 광산구 월계동 대주,대주,758-6,758,6,대주,78.66,202309,18,"29,000",106,2,-,-,1996,첨단중앙로 153,-,직거래,-,23.09.21,아파트
4479,UNMAPPED,4479,4479,3598,광주시 남구 진월동,광주시,남구,진월동,광주시 남구 진월동 협진훼밀리,협진훼밀리,340,340,0,협진훼밀리,84.99,202309,18,"16,800",제102,1,-,-,1990,금당로3길 8-4,-,중개거래,광주 남구,23.10.17,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,3612,광주시 서구 화정동,광주시,서구,화정동,광주시 서구 화정동 e-편한세상,e-편한세상,400-16,400,16,e-편한세상,185.78,202309,18,"95,000",103,4,-,-,2006,금화로 293,-,중개거래,광주 서구,23.10.31,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,3667,광주시 남구 백운동,광주시,남구,백운동,광주시 남구 백운동 제일,제일,40-1,40,1,제일,84.9,202309,16,"15,750",102,7,-,-,1992,백운로 67-6,-,중개거래,광주 남구,23.09.22,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,3698,광주시 남구 봉선동,광주시,남구,봉선동,광주시 남구 봉선동 더쉴2단지,더쉴2단지,1078,1078,0,더쉴2단지,155.4494,202309,16,"130,000",-,8,-,-,2010,제석로 70,20240131,중개거래,광주 남구,-,아파트
101036,UNMAPPED,101036,101036,3724,광주시 북구 양산동,광주시,북구,양산동,광주시 북구 양산동 영무예다음,영무예다음,249-65,249,65,영무예다음,84.9029,202309,15,"27,500",102,11,-,-,2005,효열로29번길 37,-,중개거래,광주 광산구 광주 북구,23.10.24,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,3728,광주시 북구 매곡동,광주시,북구,매곡동,광주시 북구 매곡동 서강프라자,서강프라자,215-2,215,2,서강프라자,59.95,202309,15,"10,500",101,8,-,-,1995,어매마을길17번길 16,-,중개거래,광주 북구,23.10.26,아파트
116850,UNMAPPED,116850,116850,3748,광주시 서구 화정동,광주시,서구,화정동,광주시 서구 화정동 화정엘리체퍼스티지,화정엘리체퍼스티지,1706,1706,0,화정엘리체퍼스티지,110.2243,202309,15,"58,000",104동,16,-,-,2019,염화로 20,-,직거래,-,23.11.14,아파트
103311,UNMAPPED,103311,103311,3774,광주시 서구 쌍촌동,광주시,서구,쌍촌동,광주시 서구 쌍촌동 상무푸르지오,상무푸르지오,904,904,0,상무푸르지오,131.8918,202309,14,"80,000",106,11,-,-,2011,금호운천길 83,-,중개거래,광주 서구,24.04.29,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,3778,광주시 북구 운암동,광주시,북구,운암동,광주시 북구 운암동 우미1,우미1,1058-3,1058,3,우미1,49.41,202309,14,"10,800",102,7,-,-,1989,북문대로 166,-,중개거래,광주 북구,23.10.27,아파트
106346,UNMAPPED,106346,106346,3785,광주시 남구 진월동,광주시,남구,진월동,광주시 남구 진월동 서라,서라,489-2,489,2,서라,40.0,202309,14,"7,500",101,1,-,-,1998,화산로31번길 10,-,중개거래,광주 남구,23.09.19,아파트
24679,UNMAPPED,24679,24679,3788,광주시 남구 주월동,광주시,남구,주월동,광주시 남구 주월동 호반베르디움2차,호반베르디움2차,535,535,0,호반베르디움2차,119.5762,202309,14,"60,000",204,16,-,-,2008,회재로 1174-14,-,중개거래,광주 남구,23.11.03,아파트
19759,UNMAPPED,19759,19759,3791,광주시 서구 금호동,광주시,서구,금호동,광주시 서구 금호동 진흥더블파크,진흥더블파크,613-6,613,6,진흥더블파크,120.297,202309,14,"52,500",103,17,-,-,2006,화개중앙로114번길 19,-,중개거래,광주 서구,23.11.30,아파트
106335,UNMAPPED,106335,106335,3793,광주시 광산구 신촌동,광주시,광산구,신촌동,광주시 광산구 신촌동 중도다이아빌,중도다이아빌,844,844,0,중도다이아빌,84.8593,202309,14,"20,200",101,9,-,-,2003,사암로 72-10,-,중개거래,광주 광산구,23.12.29,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,3810,광주시 서구 화정동,광주시,서구,화정동,광주시 서구 화정동 우미,우미,859-2,859,2,우미,84.96,202309,14,"22,500",101,5,-,-,1990,월드컵4강로28번길 14,-,중개거래,광주 서구,23.09.25,아파트
114848,UNMAPPED,114848,UNMAPPED,3824,광주시 광산구 송정동,광주시,광산구,송정동,광주시 광산구 송정동 송정뜰안애,송정뜰안애,754-2,754,2,송정뜰안애,16.8123,202309,13,"5,500",-,5,-,-,2014,광산로 77-3,-,직거래,-,23.09.13,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,3846,광주시 북구 운암동,광주시,북구,운암동,광주시 북구 운암동 무등맨션,무등맨션,32-16,32,16,무등맨션,64.83,202309,13,"16,500",A,4,-,-,1981,서암대로 60,-,직거래,-,23.09.22,아파트
25026,UNMAPPED,25026,25026,3871,광주시 북구 연제동,광주시,북구,연제동,광주시 북구 연제동 연제2차대주피오레,연제2차대주피오레,1009,1009,0,연제2차대주피오레,84.8728,202309,12,"29,900",201,7,-,-,2007,양일로 52,-,중개거래,광주 광산구,23.10.31,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,3895,광주시 북구 문흥동,광주시,북구,문흥동,광주시 북구 문흥동 해광,해광,995-1,995,1,해광,84.96,202309,12,"17,200",제102,3,-,-,1994,문산로 58,-,중개거래,광주 북구,23.09.22,아파트
104631,UNMAPPED,104631,104631,4017,광주시 북구 문흥동,광주시,북구,문흥동,광주시 북구 문흥동 금형트리뷰,금형트리뷰,273,273,0,금형트리뷰,84.87,202309,9,"19,400",101,7,-,-,2006,문화소통로 313,-,중개거래,광주 북구,23.11.15,아파트
103923,UNMAPPED,103923,103923,4057,광주시 광산구 신가동,광주시,광산구,신가동,광주시 광산구 신가동 수완진아리채1차,수완진아리채1차,1200,1200,0,수완진아리채1차,84.964,202309,9,"50,000",106,5,-,-,2012,하남대로261번길 27,-,중개거래,광주 광산구,24.01.25,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,4072,광주시 서구 화정동,광주시,서구,화정동,광주시 서구 화정동 중흥파크맨션(927-1,중흥파크맨션(927-1,927-1,927,1,중흥파크맨션(927-1,84.99,202309,8,"26,000",101,11,-,-,1992,염화로57번길 16,-,중개거래,광주 서구,23.10.20,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,4073,광주시 남구 봉선동,광주시,남구,봉선동,광주시 남구 봉선동 라인2,라인2,518,518,0,라인2,59.89,202309,8,"25,500",204,8,-,-,1997,제석로80번길 22-10,-,중개거래,광주 남구,23.10.04,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,4099,광주시 북구 풍향동,광주시,북구,풍향동,광주시 북구 풍향동 송광맨션,송광맨션,551,551,0,송광맨션,80.33,202309,8,"44,100",-,3,-,-,1978,풍동길 33,-,중개거래,광주 북구,23.11.10,아파트
118135,UNMAPPED,118135,UNMAPPED,4121,광주시 서구 쌍촌동,광주시,서구,쌍촌동,광주시 서구 쌍촌동 쌍촌아너팰리스,쌍촌아너팰리스,278-1,278,1,쌍촌아너팰리스,63.771,202309,7,"26,500",쌍촌아너팰리스,19,-,-,2017,월드컵4강로 232,-,직거래,-,23.09.13,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,4198,광주시 남구 봉선동,광주시,남구,봉선동,광주시 남구 봉선동 봉선동무등4차아파트,무등4차아파트,148-1,148,1,봉선동무등4차아파트,84.97,202309,6,"24,000",401동,8,-,-,2002,봉선2로 98,-,직거래,-,23.09.12,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,4224,광주시 북구 운암동,광주시,북구,운암동,광주시 북구 운암동 미라보(2차),미라보(2차),1051-1,1051,1,미라보(2차),71.715,202309,5,"16,800",102,5,-,-,1990,북문대로150번길 11,-,중개거래,광주 북구,23.10.27,아파트
106919,UNMAPPED,106919,106919,4244,광주시 서구 화정동,광주시,서구,화정동,광주시 서구 화정동 서석,서석,747-22,747,22,서석,58.64,202309,5,"8,050",-,1,-,-,1979,월드컵4강로152번길 13-6,-,중개거래,광주 서구,23.11.14,아파트
15682,UNMAPPED,15682,15682,4271,광주시 동구 산수동,광주시,동구,산수동,광주시 동구 산수동 동진맨션,동진맨션,463-6,463,6,동진맨션,83.61,202309,4,"23,500",A,6,-,-,1984,무등로 417-9,-,중개거래,광주 동구,23.09.25,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,4293,광주시 광산구 도산동,광주시,광산구,도산동,광주시 광산구 도산동 대덕1,대덕1,1138-2,1138,2,대덕1,31.59,202309,4,"5,400",101,7,-,-,1990,송도로 143,-,중개거래,광주 광산구,23.09.08,아파트
5437,UNMAPPED,5437,5437,4306,광주시 서구 금호동,광주시,서구,금호동,광주시 서구 금호동 해광대덕무지개,해광대덕무지개,742-1,742,1,해광대덕무지개,84.91,202309,4,"20,000",102,9,-,-,1994,운천로56번길 10,-,중개거래,광주 서구,23.10.10,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,4317,광주시 광산구 수완동,광주시,광산구,수완동,광주시 광산구 수완동 수완영무예다음2차,수완영무예다음2차,1490,1490,0,수완영무예다음2차,84.7296,202309,4,"49,000",202,3,-,-,2012,수완로33번길 79,-,중개거래,광주 광산구,23.10.13,아파트
106921,UNMAPPED,106921,106921,4330,광주시 서구 내방동,광주시,서구,내방동,광주시 서구 내방동 한성,한성,841-9,841,9,한성,79.2,202309,4,"10,900",-,5,-,-,1979,상무대로 997,-,직거래,-,23.09.27,아파트
104893,UNMAPPED,104893,104893,4383,광주시 광산구 수완동,광주시,광산구,수완동,광주시 광산구 수완동 수완진아리채2차,수완진아리채2차,916,916,0,수완진아리채2차,108.6652,202309,2,"69,500",202,3,-,-,2013,장덕로137번길 17,-,중개거래,광주 광산구,23.11.22,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,4393,광주시 광산구 월계동,광주시,광산구,월계동,광주시 광산구 월계동 첨단라인3,첨단라인3,759-3,759,3,첨단라인3,84.91,202309,2,"28,500",302,2,-,-,1995,임방울대로 727-5,-,직거래,-,23.09.08,아파트
144517,UNMAPPED,144517,144517,4424,광주시 북구 운암동,광주시,북구,운암동,광주시 북구 운암동 센텀플로라에듀,센텀플로라에듀,1782,1782,0,센텀플로라에듀,67.5538,202309,1,"22,000",-,12,-,-,2021,동운로201번길 20,-,직거래,-,23.09.04,아파트
4782,UNMAPPED,4782,4782,4447,광주시 동구 지산동,광주시,동구,지산동,광주시 동구 지산동 제일맨션,제일맨션,산1-9,1,9,제일맨션,63.5,202309,1,"8,000",1,3,-,-,2003,밤실로 52,-,직거래,-,23.09.06,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,4498,광주시 광산구 쌍암동,광주시,광산구,쌍암동,광주시 광산구 쌍암동 한양에드가302동,한양에드가302동,694-115,694,115,한양에드가302동,24.8708,202308,31,"6,300",302,7,-,-,2013,월계로 223-17,-,중개거래,광주 광산구,23.08.31,아파트
5456,UNMAPPED,5456,5456,4515,광주시 서구 화정동,광주시,서구,화정동,광주시 서구 화정동 대주,대주,1193,1193,0,대주,84.99,202308,30,"20,000",101,19,-,-,1992,화운로 37,-,중개거래,광주 서구,23.10.13,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,4524,광주시 광산구 월계동,광주시,광산구,월계동,광주시 광산구 월계동 삼능,삼능,759-2,759,2,삼능,78.02,202308,30,"24,800",109,5,-,-,1996,임방울대로 727-19,-,직거래,-,23.09.08,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,4563,광주시 광산구 소촌동,광주시,광산구,소촌동,광주시 광산구 소촌동 EG스위트밸리2차,EG스위트밸리2차,791-22,791,22,EG스위트밸리2차,84.9831,202308,29,"21,900",202,11,-,-,2001,소촌로152번길 5,-,중개거래,광주 광산구,23.09.22,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,4567,광주시 북구 문흥동,광주시,북구,문흥동,광주시 북구 문흥동 우미2,우미2,995-2,995,2,우미2,84.87,202308,29,"17,000",101,3,-,-,1994,문산로62번길 20,-,중개거래,광주 북구,23.09.22,아파트
115490,UNMAPPED,115490,115490,4581,광주시 광산구 송정동,광주시,광산구,송정동,광주시 광산구 송정동 송정역숲안애2차,송정역숲안애2차,1520,1520,0,송정역숲안애2차,76.447,202308,29,"35,300",201,7,-,-,2021,송정로85번길 10,-,중개거래,광주 광산구,23.11.30,아파트
5015,UNMAPPED,5015,UNMAPPED,4599,광주시 북구 우산동,광주시,북구,우산동,광주시 북구 우산동 우미프라자,우미프라자,4-1,4,1,우미프라자,59.85,202308,29,"8,000",-,4,-,-,1993,평교로18번길 50,-,중개거래,광주 북구,23.08.30,아파트
4826,UNMAPPED,4826,4826,4605,광주시 동구 운림동,광주시,동구,운림동,광주시 동구 운림동 라인2차,라인2차,654,654,0,라인2차,133.39,202308,29,"32,500",203,14,-,-,1992,의재로 149-7,-,중개거래,광주 동구,23.10.31,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,4624,광주시 광산구 소촌동,광주시,광산구,소촌동,광주시 광산구 소촌동 송광파크맨션2차,송광파크맨션2차,455,455,0,송광파크맨션2차,50.85,202308,28,"9,100",201,4,-,-,1995,어등대로647번길 32,-,중개거래,광주 광산구,23.09.25,아파트
111150,UNMAPPED,111150,UNMAPPED,4625,광주시 동구 산수동,광주시,동구,산수동,광주시 동구 산수동 라도스하임,라도스하임,715,715,0,라도스하임,84.9636,202308,28,"27,500",-,6,-,-,2017,필문대로192번길 21,-,중개거래,광주 동구,23.09.25,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,4661,광주시 광산구 월계동,광주시,광산구,월계동,광주시 광산구 월계동 첨단라인6,첨단라인6,761-3,761,3,첨단라인6,84.83,202308,28,"27,000",605,1,-,-,1997,임방울대로 673-21,-,중개거래,광주 광산구 광주 동구,23.10.20,아파트
10610,UNMAPPED,10610,10610,4700,광주시 광산구 월계동,광주시,광산구,월계동,광주시 광산구 월계동 성원,성원,755-4,755,4,성원,93.18,202308,26,"35,800",105,6,-,-,1997,첨단중앙로181번길 92,-,중개거래,광주 광산구,23.12.21,아파트
19758,UNMAPPED,19758,19758,4728,광주시 북구 운암동,광주시,북구,운암동,광주시 북구 운암동 유탑하늘세움,유탑하늘세움,184-7,184,7,유탑하늘세움,84.9951,202308,26,"27,200",-,15,-,-,2005,하서로 71,20240219,중개거래,광주 북구,-,아파트
112557,UNMAPPED,112557,112557,4832,광주시 북구 동림동,광주시,북구,동림동,광주시 북구 동림동 광신프로그레스,광신프로그레스,1326,1326,0,광신프로그레스,82.4321,202308,24,"39,200",101동,7,-,-,2017,동운로 130,-,중개거래,광주 북구,23.09.11,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,4850,광주시 서구 금호동,광주시,서구,금호동,광주시 서구 금호동 한국APT(2차),한국APT(2차),771,771,0,한국APT(2차),59.985,202308,24,"16,100",202,17,-,-,1998,금화로115번길 9,-,직거래,-,23.08.28,아파트
123003,UNMAPPED,123003,UNMAPPED,4996,광주시 광산구 월계동,광주시,광산구,월계동,광주시 광산구 월계동 아크로시티,아크로시티,893-2,893,2,아크로시티,39.7709,202308,21,"12,000",주건축물제1동,3,-,-,2016,임방울대로826번길 60-3,-,직거래,-,23.09.25,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,5070,광주시 남구 진월동,광주시,남구,진월동,광주시 남구 진월동 진월동양지바른아파트101동,양지바른아파트101동,879,879,0,진월동양지바른아파트101동,84.9017,202308,19,"37,000",101동,9,-,-,2018,서문대로749번다길 35,-,중개거래,광주 남구,23.10.27,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,5078,광주시 광산구 도산동,광주시,광산구,도산동,광주시 광산구 도산동 송정역숲안애아파트,송정역숲안애아파트,1316,1316,0,송정역숲안애아파트,84.0259,202308,19,"30,000",101동,4,-,-,2018,송도로182번길 39-9,-,중개거래,광주 광산구,23.10.05,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,5096,광주시 북구 동림동,광주시,북구,동림동,광주시 북구 동림동 삼라마이다스,삼라마이다스,298,298,0,삼라마이다스,84.981,202308,19,"21,500",103,2,-,-,2005,동운로 141,-,중개거래,광주 서구,23.09.19,아파트
125957,UNMAPPED,125957,UNMAPPED,5112,광주시 북구 오치동,광주시,북구,오치동,광주시 북구 오치동 중도다이아빌,중도다이아빌,857-9,857,9,중도다이아빌,31.99,202308,18,"4,500",-,7,-,-,2002,서하로183번길 45-8,-,직거래,-,23.08.22,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,5142,광주시 남구 백운동,광주시,남구,백운동,광주시 남구 백운동 현대(46-1),현대(46-1),46-1,46,1,현대(46-1),84.42,202308,18,"20,200",제102,7,-,-,1989,독립로54번길 29,-,중개거래,광주 남구,23.09.14,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,5183,광주시 서구 농성동,광주시,서구,농성동,광주시 서구 농성동 무등맨션,무등맨션,471,471,0,무등맨션,63.0,202308,17,"8,100",가,4,-,-,1981,내방로404번길 7,-,직거래,-,23.08.22,아파트
15702,UNMAPPED,15702,15702,5186,광주시 북구 두암동,광주시,북구,두암동,광주시 북구 두암동 신흥,신흥,598-3,598,3,신흥,59.94,202308,16,"9,000",1,9,-,-,1987,참판로 212,-,직거래,-,23.09.08,아파트
125857,UNMAPPED,125857,UNMAPPED,5238,광주시 남구 주월동,광주시,남구,주월동,광주시 남구 주월동 봉선주월대라수어썸브릿지,봉선주월대라수어썸브릿지,1333,1333,0,봉선주월대라수어썸브릿지,84.9425,202308,15,"49,300",101동,18,-,-,2022,서문대로 827,-,중개거래,광주 남구,23.09.07,아파트
104818,UNMAPPED,104818,104818,5315,광주시 서구 쌍촌동,광주시,서구,쌍촌동,광주시 서구 쌍촌동 성우,성우,891-2,891,2,성우,84.8314,202308,12,"31,000",101,18,-,-,2003,마륵복개로 164,-,중개거래,광주 서구,23.09.22,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,5336,광주시 북구 각화동,광주시,북구,각화동,광주시 북구 각화동 무등파크2,무등파크2,532,532,0,무등파크2,73.53,202308,12,"14,800",3,12,-,-,1988,두리봉길 48,-,중개거래,광주 북구,23.10.13,아파트
19756,UNMAPPED,19756,19756,5387,광주시 남구 진월동,광주시,남구,진월동,광주시 남구 진월동 호반리젠시빌스위트,호반리젠시빌스위트,294-18,294,18,호반리젠시빌스위트,84.9579,202308,11,"36,200",101,1,-,-,2005,서문대로704번길 10,-,중개거래,광주 남구,23.10.04,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,5425,광주시 남구 봉선동,광주시,남구,봉선동,광주시 남구 봉선동 남양휴튼1차,남양휴튼1차,606,606,0,남양휴튼1차,129.3502,202308,10,"105,000",102,6,-,-,2009,제석로 99,-,중개거래,광주 남구,23.11.10,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,5457,광주시 남구 봉선동,광주시,남구,봉선동,광주시 남구 봉선동 라인,라인,502,502,0,라인,84.7,202308,9,"27,500",101,10,-,-,1992,봉선로 91,-,중개거래,광주 남구,23.08.29,아파트
160317,UNMAPPED,160317,160317,5459,광주시 동구 산수동,광주시,동구,산수동,광주시 동구 산수동 산수맨션,산수맨션,552-17,552,17,산수맨션,67.05,202308,9,"9,000",-,1,-,-,1983,경양로367번길 17,-,중개거래,광주 동구,23.10.24,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,5488,광주시 북구 두암동,광주시,북구,두암동,광주시 북구 두암동 양서맨션,양서맨션,885-9,885,9,양서맨션,76.69,202308,9,"11,500",2,3,-,-,1979,서방로 123,-,중개거래,광주 북구,23.08.23,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,5535,광주시 광산구 신창동,광주시,광산구,신창동,광주시 광산구 신창동 대라수아파트,대라수아파트,1290,1290,0,대라수아파트,68.4658,202308,7,"27,500",101,17,-,-,2017,장신로 326,-,중개거래,광주 광산구,23.11.06,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,5544,광주시 서구 화정동,광주시,서구,화정동,광주시 서구 화정동 금호1,금호1,928-2,928,2,금호1,134.94,202308,7,"40,200",-,10,-,-,1993,염화로57번길 3,20230920,중개거래,광주 서구,-,아파트
