[KEY]markerid,[P10]markerid,[P7]markerid,[P5]markerid,NO,시군구,**시,**구,**동,[P2]시군구_단지명,[P9]단지명_erased_**동,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자,주택유형
19775,UNMAPPED,19775,UNMAPPED,25015,부산시 금정구 구서동,부산시,금정구,구서동,부산시 금정구 구서동 한진스카이,한진스카이,415-8,415,8,한진스카이,79.27,202301,27,"29,500",-,19,-,-,2010,금정로233번길 21,-,중개거래,부산 금정구,23.03.21,아파트
9439,UNMAPPED,9439,9439,25029,부산시 연제구 연산동,부산시,연제구,연산동,부산시 연제구 연산동 현대(481-3),현대(481-3),481-3,481,3,현대(481-3),57.0,202301,27,"20,800",-,16,-,-,1996,고분로236번길 13,-,중개거래,부산 연제구,23.01.30,아파트
108949,UNMAPPED,108949,UNMAPPED,25055,부산시 중구 대청동4가,부산시,중구,대청동4가,부산시 중구 대청동4가 동호이루마시티,동호이루마시티,34-2,34,2,동호이루마시티,38.06,202301,27,"10,500",-,4,-,-,2006,중구로97번길 3,-,중개거래,부산 중구,23.02.20,아파트
103220,UNMAPPED,103220,UNMAPPED,25061,부산시 부산진구 전포동,부산시,부산진구,전포동,부산시 부산진구 전포동 새한아트빌,새한아트빌,344-12,344,12,새한아트빌,83.89,202301,27,"24,000",-,8,-,-,2003,동성로39번길 35,-,직거래,-,23.02.03,아파트
5122,UNMAPPED,5122,5122,25066,부산시 부산진구 당감동,부산시,부산진구,당감동,부산시 부산진구 당감동 백산,백산,768-1,768,1,백산,51.32,202301,26,"12,500",제2,2,-,-,1988,백양순환로 55,-,중개거래,부산 부산진구,23.02.24,아파트
100812,UNMAPPED,100812,100812,25071,부산시 영도구 봉래동1가,부산시,영도구,봉래동1가,부산시 영도구 봉래동1가 대교타운,대교타운,202-2,202,2,대교타운,80.71,202301,26,"20,000",-,14,-,-,2002,대교로46번길 21,-,직거래,-,23.03.02,아파트
107782,UNMAPPED,107782,107782,25098,부산시 북구 만덕동,부산시,북구,만덕동,부산시 북구 만덕동 오페라하우스,오페라하우스,106-1,106,1,오페라하우스,82.77,202301,26,"16,000",-,2,-,-,2003,덕천로 385,-,중개거래,부산 북구,23.02.07,아파트
12030,UNMAPPED,12030,12030,25129,부산시 연제구 연산동,부산시,연제구,연산동,부산시 연제구 연산동 대진그린타워,대진그린타워,1135-3,1135,3,대진그린타워,62.46,202301,25,"10,000",-,5,-,-,1993,쌍미천로84번길 59-10,-,직거래,-,23.01.26,아파트
111340,UNMAPPED,111340,UNMAPPED,25135,부산시 영도구 남항동1가,부산시,영도구,남항동1가,부산시 영도구 남항동1가 제이스힐타워,제이스힐타워,36-5,36,5,제이스힐타워,76.28,202301,25,"24,000",-,15,-,-,2014,남항로9번길 11,-,중개거래,부산 영도구,23.03.31,아파트
5696,UNMAPPED,5696,5696,25157,부산시 사상구 엄궁동,부산시,사상구,엄궁동,부산시 사상구 엄궁동 삼성타워,삼성타워,1-10,1,10,삼성타워,84.54,202301,25,"15,000",101,3,-,-,1993,대동로64번길 40,-,중개거래,부산 사상구,23.03.30,아파트
132911,UNMAPPED,132911,UNMAPPED,25187,부산시 서구 동대신동1가,부산시,서구,동대신동1가,부산시 서구 동대신동1가 미소지음6차,미소지음6차,334-1,334,1,미소지음6차,69.5139,202301,21,"26,400",주건축물제1동,18,-,-,2019,대영로86번길 70,-,중개거래,부산 서구 부산 중구,23.03.02,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,25195,부산시 영도구 봉래동5가,부산시,영도구,봉래동5가,부산시 영도구 봉래동5가 유정,유정,123-1,123,1,유정,47.77,202301,20,"5,000",1,5,-,-,1982,봉래길 147,-,직거래,-,23.02.13,아파트
