NO,시군구,**시,**구,**동,[P2]시군구_단지명,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자,주택유형
3863,부산시 연제구 연산동,부산시,연제구,연산동,부산시 연제구 연산동 한양(2차),394,394,0,한양(2차),50.58,202310,27,"41,000",22,9,-,-,1984,온천천남로 110,-,중개거래,부산 동래구,23.11.20,아파트
3864,부산시 기장군 정관읍 용수리,부산시,기장군,정관읍,부산시 기장군 정관읍 정관신도시계룡리슈빌,1330,1330,0,정관신도시계룡리슈빌,84.836,202310,26,"38,700",106,16,-,-,2008,정관로 513,-,중개거래,부산 기장군,23.12.22,아파트
3868,부산시 수영구 민락동,부산시,수영구,민락동,부산시 수영구 민락동 병산프리덤,32-8,32,8,병산프리덤,79.36,202310,26,"30,200",주건축물제1,6,-,-,2014,민락본동로27번길 64,-,중개거래,부산 수영구,24.01.15,아파트
3870,부산시 연제구 연산동,부산시,연제구,연산동,부산시 연제구 연산동 에이젠아파트,1299-6,1299,6,에이젠아파트,84.33,202310,26,"22,000",연산동에이젠아파트,9,-,-,2008,중앙대로1065번길 50,-,중개거래,부산 연제구,23.11.29,아파트
3903,부산시 해운대구 송정동,부산시,해운대구,송정동,부산시 해운대구 송정동 서진늘해랑,198-6,198,6,서진늘해랑,48.97,202310,26,"23,000",주건축물제1동,9,-,-,2018,송정중앙로9번길 12,-,중개거래,부산 해운대구,23.11.23,아파트
3907,부산시 해운대구 중동,부산시,해운대구,중동,부산시 해운대구 중동 달맞이경동메르빌,1515-2,1515,2,달맞이경동메르빌,163.079,202310,26,"110,000",102,16,-,-,2002,달맞이길65번길 12-12,-,중개거래,부산 해운대구,23.12.27,아파트
3915,부산시 부산진구 전포동,부산시,부산진구,전포동,부산시 부산진구 전포동 협성그린피아,191-464,191,464,협성그린피아,68.84,202310,26,"12,500",102,3,-,-,1993,진남로356번길 51,-,중개거래,부산 부산진구,23.12.05,아파트
3923,부산시 동래구 낙민동,부산시,동래구,낙민동,부산시 동래구 낙민동 포레나동래,326,326,0,포레나동래,84.6439,202310,26,"59,000",102동,37,-,-,2019,온천천로339번길 51,-,중개거래,부산 동래구,23.12.22,아파트
3926,부산시 부산진구 양정동,부산시,부산진구,양정동,부산시 부산진구 양정동 양정퀸즈더블유에디션,271-9,271,9,양정퀸즈더블유에디션,46.6571,202310,26,"21,000",-,16,-,-,2019,연수로 37,-,중개거래,부산 부산진구,23.10.27,아파트
3930,부산시 동구 좌천동,부산시,동구,좌천동,부산시 동구 좌천동 린다스마트포레,548,548,0,린다스마트포레,48.209,202310,26,"23,200",-,10,-,-,2018,정공단로 8,20231107,직거래,-,-,아파트
3933,부산시 영도구 청학동,부산시,영도구,청학동,부산시 영도구 청학동 원우엔리치빌,489-30,489,30,원우엔리치빌,67.9319,202310,26,"14,600",101,4,-,-,2004,조내기로 38,-,중개거래,부산 영도구,23.10.27,아파트
3936,부산시 부산진구 부암동,부산시,부산진구,부암동,부산시 부산진구 부암동 서면루미랑스,680-18,680,18,서면루미랑스,51.4307,202310,26,"22,000",-,7,-,-,2019,가야대로747번길 62,-,직거래,-,23.10.26,아파트
3942,부산시 부산진구 개금동,부산시,부산진구,개금동,부산시 부산진구 개금동 성원쌍떼뷰,197-5,197,5,성원쌍떼뷰,76.005,202310,25,"20,500",-,12,-,-,2004,개금온정로 5,-,중개거래,부산 부산진구,23.12.12,아파트
3946,부산시 남구 용호동,부산시,남구,용호동,부산시 남구 용호동 한진훼미리타운,537-13,537,13,한진훼미리타운,48.72,202310,25,"11,500",한진훼미리타운2호동,4,-,-,1996,용호로232번길 61,-,중개거래,부산 남구,23.11.20,아파트
3954,부산시 영도구 청학동,부산시,영도구,청학동,부산시 영도구 청학동 청학우성스마트시티뷰,537,537,0,청학우성스마트시티뷰,65.9825,202310,25,"32,500",102,33,-,-,2022,태종로 405,-,중개거래,부산 영도구,23.12.07,아파트
3963,부산시 남구 문현동,부산시,남구,문현동,부산시 남구 문현동 오션파라곤아파트,1255,1255,0,오션파라곤아파트,74.9749,202310,25,"48,536",101동,1,-,-,2022,우암로 300,-,중개거래,부산 남구,24.01.18,아파트
3966,부산시 부산진구 범천동,부산시,부산진구,범천동,부산시 부산진구 범천동 서면스위트엠골드에비뉴,847-2,847,2,서면스위트엠골드에비뉴,49.2536,202310,25,"26,000",102동,12,-,-,2022,범일로 158,-,중개거래,부산 부산진구,24.01.15,아파트
3978,부산시 서구 아미동2가,부산시,서구,아미동2가,부산시 서구 아미동2가 아미전원빌라,261-128,261,128,아미전원빌라,54.28,202310,25,"8,500",-,6,-,-,1998,까치고개로 91,-,중개거래,부산 서구,23.11.28,아파트
3981,부산시 동래구 온천동,부산시,동래구,온천동,부산시 동래구 온천동 동래럭키,707,707,0,동래럭키,132.492,202310,25,"130,000",6,2,-,-,1984,충렬대로107번길 54,-,중개거래,부산 동래구,23.11.30,아파트
3982,부산시 동래구 온천동,부산시,동래구,온천동,부산시 동래구 온천동 필라뷰,337-11,337,11,필라뷰,136.94,202310,25,"49,000",-,10,-,-,2003,우장춘로 104,-,직거래,-,23.11.16,아파트
3983,부산시 동래구 온천동,부산시,동래구,온천동,부산시 동래구 온천동 두비앙에코힐아파트,1841,1841,0,두비앙에코힐아파트,74.7091,202310,25,"27,000",101동,20,-,-,2019,쇠미로121번길 91,-,중개거래,부산 동래구,23.11.01,아파트
3984,부산시 중구 보수동2가,부산시,중구,보수동2가,부산시 중구 보수동2가 센텀엘카사,1-3,1,3,센텀엘카사,54.2318,202310,25,"23,000",-,14,-,-,2020,흑교로 91,-,중개거래,부산 중구,23.12.05,아파트
3988,부산시 수영구 광안동,부산시,수영구,광안동,부산시 수영구 광안동 보람빌리지,140-10,140,10,보람빌리지,83.94,202310,25,"44,500",-,6,-,-,2003,수영로600번길 19,-,중개거래,부산 수영구,23.12.06,아파트
3994,부산시 기장군 기장읍 대라리,부산시,기장군,기장읍,부산시 기장군 기장읍 월가아델리스,1000,1000,0,월가아델리스,69.8359,202310,25,"23,500",101,5,-,-,2015,차성남로 23,-,중개거래,부산 기장군,23.12.06,아파트
3997,부산시 연제구 연산동,부산시,연제구,연산동,부산시 연제구 연산동 한양타워,307-10,307,10,한양타워,84.26,202310,25,"28,000",103,11,-,-,1992,과정로344번길 22,-,중개거래,부산 연제구,23.12.28,아파트
4000,부산시 수영구 수영동,부산시,수영구,수영동,부산시 수영구 수영동 수영엔스타Ⅱ,445-3,445,3,수영엔스타Ⅱ,41.906,202310,25,"14,200",-,2,-,-,2013,수영로725번길 53,-,중개거래,부산 수영구,23.12.26,아파트
4003,부산시 금정구 부곡동,부산시,금정구,부곡동,부산시 금정구 부곡동 현대,364-15,364,15,현대,84.985,202310,25,"19,000",102,2,-,-,1989,동부곡로27번길 85,-,중개거래,부산 금정구,23.12.05,아파트
4007,부산시 해운대구 우동,부산시,해운대구,우동,부산시 해운대구 우동 센텀경동리인,1543,1543,0,센텀경동리인,82.432,202310,25,"63,500",101동,21,-,-,2018,해운대로469번길 178,-,중개거래,부산 해운대구,23.12.20,아파트
4009,부산시 연제구 거제동,부산시,연제구,거제동,부산시 연제구 거제동 월드마크아시아드,898-1,898,1,월드마크아시아드,160.63,202310,25,"130,000",102,22,-,-,2008,종합운동장로12번길 8,-,중개거래,부산 동래구 부산 연제구,23.12.29,아파트
4022,부산시 북구 덕천동,부산시,북구,덕천동,부산시 북구 덕천동 덕천삼정그린코아,373-1,373,1,덕천삼정그린코아,102.0148,202310,25,"43,500",106,2,-,-,2007,만덕대로155번길 15,-,중개거래,부산 북구,23.11.30,아파트
4025,부산시 사하구 괴정동,부산시,사하구,괴정동,부산시 사하구 괴정동 대티역스마트더블유인공지능,322-1,322,1,대티역스마트더블유인공지능,84.995,202310,25,"38,000",101,16,-,-,2019,낙동대로 137,-,중개거래,부산 서구,24.04.15,아파트
4028,부산시 해운대구 송정동,부산시,해운대구,송정동,부산시 해운대구 송정동 송정세양시에당,311-1,311,1,송정세양시에당,59.9669,202310,25,"20,500",-,8,-,-,2004,송정광어골로82번길 160,-,중개거래,부산 해운대구,24.07.15,아파트
4034,부산시 금정구 부곡동,부산시,금정구,부곡동,부산시 금정구 부곡동 대우우남이채롬,225-56,225,56,대우우남이채롬,84.8027,202310,25,"36,500",101,5,-,-,2005,중앙대로1719번길 19,-,중개거래,부산 금정구,24.01.31,아파트
4036,부산시 해운대구 재송동,부산시,해운대구,재송동,부산시 해운대구 재송동 에이스,1159-1,1159,1,에이스,106.2,202310,24,"20,000",102,14,-,-,1992,재송2로 256,-,중개거래,부산 해운대구,23.11.13,아파트
4045,부산시 금정구 금사동,부산시,금정구,금사동,부산시 금정구 금사동 삼한사랑채,565,565,0,삼한사랑채,44.5526,202310,24,"14,700",102,14,-,-,2015,서금로 115,-,중개거래,부산 금정구,23.12.01,아파트
4059,부산시 금정구 남산동,부산시,금정구,남산동,부산시 금정구 남산동 남산누리마을,51-1,51,1,남산누리마을,71.3158,202310,24,"24,000",-,3,-,-,2017,벅구산로 2,-,직거래,-,24.01.11,아파트
4060,부산시 금정구 남산동,부산시,금정구,남산동,부산시 금정구 남산동 석산2차,976-1,976,1,석산2차,65.62,202310,24,"14,800",-,2,-,-,1990,금강로709번길 9,-,중개거래,부산 금정구,24.05.16,아파트
4068,부산시 사하구 신평동,부산시,사하구,신평동,부산시 사하구 신평동 신선(417-7),417-7,417,7,신선(417-7),111.51,202310,24,"19,900",1,2,-,-,2003,비봉로21번길 22,-,중개거래,부산 사하구,23.11.14,아파트
4090,부산시 동래구 명장동,부산시,동래구,명장동,부산시 동래구 명장동 국제파크,26-24,26,24,국제파크,59.82,202310,24,"22,000",-,4,-,-,1996,충렬사로 81,-,중개거래,부산 동래구,24.02.16,아파트
4091,부산시 동래구 명장동,부산시,동래구,명장동,부산시 동래구 명장동 명장경동,22-1,22,1,명장경동,84.87,202310,24,"34,300",103,5,-,-,1992,명서로 182,-,중개거래,부산 동래구,24.06.24,아파트
4100,부산시 부산진구 초읍동,부산시,부산진구,초읍동,부산시 부산진구 초읍동 선경,271-4,271,4,선경,103.49,202310,24,"49,000",3,5,-,-,1982,새싹로 221,-,중개거래,부산 부산진구,24.02.15,아파트
4114,부산시 사상구 모라동,부산시,사상구,모라동,부산시 사상구 모라동 무학,1366-1,1366,1,무학,84.57,202310,24,"14,000",1,1,-,-,1990,백양대로 846,-,중개거래,부산 사상구,23.11.16,아파트
4115,부산시 사상구 모라동,부산시,사상구,모라동,부산시 사상구 모라동 대상로웰아파트,986-3,986,3,대상로웰아파트,48.9903,202310,24,"18,500",-,4,-,-,2018,사상로 504,-,직거래,-,23.12.20,아파트
4132,부산시 사상구 학장동,부산시,사상구,학장동,부산시 사상구 학장동 학장벽산,168,168,0,학장벽산,119.24,202310,23,"26,150",105,10,-,-,1994,학감대로 105-21,-,중개거래,부산 사상구,23.11.21,아파트
4134,부산시 사상구 주례동,부산시,사상구,주례동,부산시 사상구 주례동 고려아펠리아,10-26,10,26,고려아펠리아,59.35,202310,23,"15,000",-,13,-,-,2003,백양대로 366,-,중개거래,부산 사상구,23.12.19,아파트
4135,부산시 사상구 주례동,부산시,사상구,주례동,부산시 사상구 주례동 팍스타운,57-17,57,17,팍스타운,70.2715,202310,23,"19,010",-,7,-,-,2018,가야대로378번길 1,-,직거래,-,23.11.22,아파트
4139,부산시 사상구 주례동,부산시,사상구,주례동,부산시 사상구 주례동 벽산신화,1010-3,1010,3,벽산신화,72.9,202310,23,"14,200",3,8,-,-,1993,백양대로 515,-,직거래,-,23.11.01,아파트
4147,부산시 사하구 신평동,부산시,사하구,신평동,부산시 사하구 신평동 효산센터빌,28-1,28,1,효산센터빌,83.9752,202310,23,"20,000",101호,3,-,-,2009,다대로119번길 9,-,중개거래,부산 사하구,23.12.27,아파트
4148,부산시 해운대구 반여동,부산시,해운대구,반여동,부산시 해운대구 반여동 왕자,1477-1,1477,1,왕자,65.16,202310,23,"55,000",1,1,-,-,1981,선수촌로 9,-,중개거래,부산 해운대구,24.01.31,아파트
4150,부산시 해운대구 중동,부산시,해운대구,중동,부산시 해운대구 중동 해운대신시가지경동메르빌,718-6,718,6,해운대신시가지경동메르빌,59.1873,202310,23,"37,000",103,7,-,-,2005,해운대로774번길 30,-,중개거래,부산 해운대구,23.12.08,아파트
4157,부산시 금정구 부곡동,부산시,금정구,부곡동,부산시 금정구 부곡동 부곡롯데캐슬디아망,970,970,0,부곡롯데캐슬디아망,124.0661,202310,23,"56,500",104,18,-,-,2010,동부곡로15번길 76,-,중개거래,부산 금정구,23.12.22,아파트
4158,부산시 금정구 구서동,부산시,금정구,구서동,부산시 금정구 구서동 부영벽산,166-1,166,1,부영벽산,83.14,202310,23,"28,500",101동,14,-,-,1993,중앙대로1929번길 48,-,중개거래,부산 금정구,23.11.23,아파트
4167,부산시 서구 서대신동3가,부산시,서구,서대신동3가,부산시 서구 서대신동3가 대신빌라,36-7,36,7,대신빌라,78.06,202310,23,"12,000",-,4,-,-,1989,보수대로 321,-,중개거래,부산 서구,23.10.25,아파트
4171,부산시 남구 문현동,부산시,남구,문현동,부산시 남구 문현동 한화꿈에그린,402-70,402,70,한화꿈에그린,84.925,202310,23,"43,500",101,17,-,-,2006,전포대로20번길 26,-,중개거래,부산 남구,23.12.14,아파트
4172,부산시 동래구 사직동,부산시,동래구,사직동,부산시 동래구 사직동 로얄1,634-1,634,1,로얄1,67.99,202310,23,"42,000",1,5,-,-,1983,사직북로50번길 33,-,중개거래,부산 동래구,24.03.15,아파트
4174,부산시 동래구 온천동,부산시,동래구,온천동,부산시 동래구 온천동 원타워,1432-1,1432,1,원타워,59.95,202310,23,"21,000",-,8,-,-,1995,중앙대로1335번길 63,-,직거래,-,24.01.04,아파트
4179,부산시 남구 대연동,부산시,남구,대연동,부산시 남구 대연동 광이골드타워2차,1281-6,1281,6,광이골드타워2차,84.85,202310,23,"22,000",2차,2,-,-,2002,진남로69번길 24,-,중개거래,부산 남구,24.04.29,아파트
4180,부산시 동구 범일동,부산시,동구,범일동,부산시 동구 범일동 범일역삼정그린코아더시티,830-62,830,62,범일역삼정그린코아더시티,43.788,202310,23,"29,860",범일역 삼정그린코아 더 시티,24,-,-,2021,범일로90번길 17,-,직거래,-,23.11.21,아파트
4201,부산시 부산진구 전포동,부산시,부산진구,전포동,부산시 부산진구 전포동 서면앙쥬빌주상복합,171-2,171,2,서면앙쥬빌주상복합,21.24,202310,23,"7,000",1,18,-,-,2012,전포대로 282,-,중개거래,부산 부산진구,23.10.27,아파트
4227,부산시 사하구 감천동,부산시,사하구,감천동,부산시 사하구 감천동 감천오펠리움아파트,868,868,0,감천오펠리움아파트,76.2709,202310,21,"22,500",103동,17,-,-,2018,감천로105번길 53,-,중개거래,부산 사하구,24.03.08,아파트
4231,부산시 금정구 장전동,부산시,금정구,장전동,부산시 금정구 장전동 백리명가에덴,602-3,602,3,백리명가에덴,42.5398,202310,21,"16,500",-,6,-,-,2015,식물원로39번길 25,-,중개거래,부산 금정구,23.11.27,아파트
4241,부산시 강서구 명지동,부산시,강서구,명지동,부산시 강서구 명지동 e편한세상명지,3599-1,3599,1,e편한세상명지,87.852,202310,21,"55,000",-,14,-,-,2019,명지국제2로 80,20231024,중개거래,부산 강서구,-,아파트
4255,부산시 강서구 지사동,부산시,강서구,지사동,부산시 강서구 지사동 명진파크뷰,1182-2,1182,2,명진파크뷰,21.146,202310,21,"5,100",-,14,-,-,2016,과학산단2로20번길 11,-,중개거래,부산 강서구,23.11.06,아파트
4264,부산시 북구 구포동,부산시,북구,구포동,부산시 북구 구포동 구포유림노르웨이숲2차,1295,1295,0,구포유림노르웨이숲2차,124.8478,202310,21,"39,000",201,17,-,-,2008,낙동북로 743,-,중개거래,부산 사상구,23.11.08,아파트
4265,부산시 연제구 거제동,부산시,연제구,거제동,부산시 연제구 거제동 부원,1469-6,1469,6,부원,61.49,202310,21,"18,700",비,4,-,-,1982,중앙대로 1180-1,-,중개거래,부산 연제구,23.11.22,아파트
4281,부산시 사하구 괴정동,부산시,사하구,괴정동,부산시 사하구 괴정동 동진그린힐,1207-4,1207,4,동진그린힐,59.99,202310,21,"11,800",1,2,-,-,1995,장평로 378,-,중개거래,부산 사하구,23.12.27,아파트
4291,부산시 남구 용호동,부산시,남구,용호동,부산시 남구 용호동 엘지메트로시티2,176-30,176,30,엘지메트로시티2,84.98,202310,21,"52,000",131,11,-,-,2002,분포로 111,-,중개거래,부산 남구,24.01.15,아파트
4297,부산시 남구 용호동,부산시,남구,용호동,부산시 남구 용호동 협진태양,536-18,536,18,협진태양,59.8,202310,21,"16,250",5,2,-,-,1988,용호로198번길 37,-,직거래,-,23.12.27,아파트
4301,부산시 부산진구 전포동,부산시,부산진구,전포동,부산시 부산진구 전포동 신화골든뷰,194-14,194,14,신화골든뷰,69.985,202310,21,"23,800",-,17,-,-,2005,전포대로 250,-,중개거래,부산 부산진구,23.12.21,아파트
4303,부산시 영도구 남항동3가,부산시,영도구,남항동3가,부산시 영도구 남항동3가 영도화랑,31,31,0,영도화랑,57.04,202310,21,"11,000",-,1,-,-,1986,남항남로19번길 29,-,중개거래,부산 영도구,23.11.30,아파트
4304,부산시 영도구 영선동4가,부산시,영도구,영선동4가,부산시 영도구 영선동4가 영선2동4동,1298,1298,0,영선2동4동,36.36,202310,21,"17,000",4호,4,-,-,1969,절영로 227,-,중개거래,부산 금정구 부산 부산진구,23.11.23,아파트
4306,부산시 부산진구 당감동,부산시,부산진구,당감동,부산시 부산진구 당감동 삼성,770,770,0,삼성,43.83,202310,21,"10,450",3,3,-,-,1986,당감서로 112,-,중개거래,부산 부산진구,24.02.15,아파트
4308,부산시 서구 남부민동,부산시,서구,남부민동,부산시 서구 남부민동 문화,30-1,30,1,문화,52.0,202310,21,"8,500",-,4,-,-,1975,천마로187번길 20,-,중개거래,부산 서구,23.12.13,아파트
4312,부산시 부산진구 개금동,부산시,부산진구,개금동,부산시 부산진구 개금동 시영(6~11동),628-1,628,1,시영(6~11동),39.67,202310,21,"8,000",7,5,-,-,1975,진사로61번길 29,-,중개거래,부산 부산진구,23.10.25,아파트
4331,부산시 북구 금곡동,부산시,북구,금곡동,부산시 북구 금곡동 동원역삼정그린코아,832,832,0,동원역삼정그린코아,59.7612,202310,21,"25,300",101,15,-,-,2014,효열로 135,-,중개거래,부산 북구,24.01.10,아파트
4336,부산시 동래구 사직동,부산시,동래구,사직동,부산시 동래구 사직동 진성,354-2,354,2,진성,67.67,202310,21,"32,000",-,4,-,-,1979,여고북로 40,-,중개거래,부산 동래구,23.11.21,아파트
4337,부산시 영도구 동삼동,부산시,영도구,동삼동,부산시 영도구 동삼동 오션라이프에일린의뜰1단지,383-1,383,1,오션라이프에일린의뜰1단지,59.7654,202310,21,"27,100",-,14,-,-,2023,태종로 611,-,중개거래,부산 영도구,-,아파트
4351,부산시 부산진구 범전동,부산시,부산진구,범전동,부산시 부산진구 범전동 범전시영1동,43-4,43,4,범전시영1동,79.876,202310,21,"85,750",1,2,-,-,1986,범양로 6,-,중개거래,부산 부산진구 부산 연제구,23.12.15,아파트
4360,부산시 연제구 연산동,부산시,연제구,연산동,부산시 연제구 연산동 서전기아타운,1135-48,1135,48,서전기아타운,84.93,202310,21,"18,500",A,6,-,-,1994,쌍미천로84번길 2,-,중개거래,부산 연제구,23.12.04,아파트
4370,부산시 연제구 연산동,부산시,연제구,연산동,부산시 연제구 연산동 선경,2235-4,2235,4,선경,134.62,202310,21,"48,000",106,7,-,-,1995,과정로 74,-,중개거래,부산 연제구,24.01.31,아파트
4374,부산시 기장군 기장읍 교리,부산시,기장군,기장읍,부산시 기장군 기장읍 전원그린맨션B동,361-1,361,1,전원그린맨션B동,84.92,202310,21,"15,000",B,3,-,-,1993,차성동로154번길 28,-,중개거래,부산 기장군,23.11.10,아파트
4387,부산시 사상구 모라동,부산시,사상구,모라동,부산시 사상구 모라동 화인,314,314,0,화인,59.94,202310,21,"12,500",101동,5,-,-,1995,백양대로934번길 52-6,-,중개거래,부산 사상구,23.11.30,아파트
4396,부산시 기장군 정관읍 용수리,부산시,기장군,정관읍,부산시 기장군 정관읍 정관협성르네상스타운,1318,1318,0,정관협성르네상스타운,126.2039,202310,20,"52,000",103,8,-,-,2013,정관4로 68,-,중개거래,부산 기장군,23.11.03,아파트
4398,부산시 수영구 광안동,부산시,수영구,광안동,부산시 수영구 광안동 협성엠파이어106동,735-1,735,1,협성엠파이어106동,116.7224,202310,20,"73,000",106,8,-,-,2005,장대골로19번길 20,-,중개거래,부산 연제구,23.11.21,아파트
4399,부산시 수영구 광안동,부산시,수영구,광안동,부산시 수영구 광안동 태평양하이츠,182-4,182,4,태평양하이츠,59.99,202310,20,"32,000",1,6,-,-,1997,남천바다로21번길 51,-,직거래,-,23.11.14,아파트
4415,부산시 사하구 다대동,부산시,사하구,다대동,부산시 사하구 다대동 성원,1552-19,1552,19,성원,99.92,202310,20,"38,500",101,24,-,-,1998,다대낙조1길 42,-,중개거래,부산 사하구,24.05.30,아파트
4425,부산시 사하구 감천동,부산시,사하구,감천동,부산시 사하구 감천동 해태,803-42,803,42,해태,59.69,202310,20,"12,000",102,16,-,-,2000,사하로 74-6,-,직거래,-,23.10.25,아파트
4429,부산시 사하구 감천동,부산시,사하구,감천동,부산시 사하구 감천동 한성,828-31,828,31,한성,49.82,202310,20,"5,500",1,3,-,-,1982,사하로 101,-,중개거래,부산 사하구,23.11.10,아파트
4433,부산시 금정구 장전동,부산시,금정구,장전동,부산시 금정구 장전동 장전현대,74-77,74,77,장전현대,50.1,202310,20,"14,600",1,10,-,-,2006,수림로 107,-,중개거래,부산 금정구,23.11.27,아파트
4434,부산시 사하구 당리동,부산시,사하구,당리동,부산시 사하구 당리동 신동아(330-4),330-4,330,4,신동아(330-4),64.08,202310,20,"12,700",-,5,-,-,1983,동매로 160,-,중개거래,부산 사하구,23.12.27,아파트
4444,부산시 북구 덕천동,부산시,북구,덕천동,부산시 북구 덕천동 신우하이츠빌라,307-1,307,1,신우하이츠빌라,81.245,202310,20,"20,500",-,7,-,-,2002,만덕대로27번가길 27,-,중개거래,부산 북구,23.12.29,아파트
4446,부산시 북구 덕천동,부산시,북구,덕천동,부산시 북구 덕천동 무궁화(337-2),337-2,337,2,무궁화(337-2),44.13,202310,20,"14,000",나,5,-,-,1983,만덕대로65번길 43,-,직거래,-,23.10.24,아파트
4454,부산시 금정구 구서동,부산시,금정구,구서동,부산시 금정구 구서동 구서동쌍용예가1단지,1053,1053,0,구서동쌍용예가1단지,132.3946,202310,20,"68,000",103,6,-,-,2010,금샘로 261,-,중개거래,부산 금정구,23.11.03,아파트
4458,부산시 동래구 온천동,부산시,동래구,온천동,부산시 동래구 온천동 동래센트럴파크,435-27,435,27,동래센트럴파크,69.889,202310,20,"30,000",-,9,-,-,2016,금강로 63,-,중개거래,부산 동래구,24.01.09,아파트
4463,부산시 서구 충무동1가,부산시,서구,충무동1가,부산시 서구 충무동1가 충무6차에코팰리스,29-8,29,8,충무6차에코팰리스,65.2855,202310,20,"39,890",-,14,-,-,2022,충무시장길 34,-,직거래,-,23.11.17,아파트
4468,부산시 동래구 수안동,부산시,동래구,수안동,부산시 동래구 수안동 수안동하나로아파트4차,11-11,11,11,수안동하나로아파트4차,84.83,202310,20,"24,000",-,7,-,-,2002,명륜로 39,-,중개거래,부산 동래구,23.12.05,아파트
4479,부산시 부산진구 초읍동,부산시,부산진구,초읍동,부산시 부산진구 초읍동 삼환,360-1,360,1,삼환,84.91,202310,20,"36,000",103,6,-,-,2002,성지곡로 67,-,중개거래,부산 부산진구,23.11.22,아파트
4480,부산시 남구 용호동,부산시,남구,용호동,부산시 남구 용호동 금호천지,524-1,524,1,금호천지,50.49,202310,20,"6,000",-,5,-,-,1990,용호로231번길 100,-,중개거래,부산 남구,23.11.16,아파트
4481,부산시 동구 초량동,부산시,동구,초량동,부산시 동구 초량동 배룡비치텔,1056-71,1056,71,배룡비치텔,83.59,202310,20,"22,000",A,2,-,-,2004,초량중로21번길 12-4,-,중개거래,부산 동구,23.12.22,아파트
4482,부산시 동구 초량동,부산시,동구,초량동,부산시 동구 초량동 남평N-CITY,1156-4,1156,4,남평N-CITY,55.7382,202310,20,"18,800",주건축물제1동,5,-,-,2016,중앙대로308번길 7-7,-,중개거래,부산 동구,23.12.15,아파트
4489,부산시 남구 감만동,부산시,남구,감만동,부산시 남구 감만동 한울시너스아파트,8-22,8,22,한울시너스아파트,49.4447,202310,20,"20,600",103,11,-,-,2016,석포로26번가길 4,-,중개거래,부산 남구,23.11.15,아파트
4501,부산시 영도구 신선동2가,부산시,영도구,신선동2가,부산시 영도구 신선동2가 샛별나동,177-7,177,7,샛별나동,40.5,202310,19,"5,350",나,5,-,-,1981,중복길 306,-,직거래,-,23.10.26,아파트
4502,부산시 남구 대연동,부산시,남구,대연동,부산시 남구 대연동 삼성,649,649,0,삼성,84.87,202310,19,"31,850",102,23,-,-,1996,신선로 490,-,중개거래,부산 남구,24.01.31,아파트
4505,부산시 부산진구 개금동,부산시,부산진구,개금동,부산시 부산진구 개금동 개금동아이리스5차애비뉴,177-149,177,149,개금동아이리스5차애비뉴,49.92,202310,19,"22,500",1,14,-,-,2018,가야대로468번길 11,-,중개거래,부산 부산진구,23.12.12,아파트
4511,부산시 남구 우암동,부산시,남구,우암동,부산시 남구 우암동 대승하이아트,10,10,0,대승하이아트,59.78,202310,19,"18,700",103,18,-,-,1999,유엔로 66,-,중개거래,부산 남구,23.12.04,아파트
4522,부산시 부산진구 범천동,부산시,부산진구,범천동,부산시 부산진구 범천동 로얄,1127,1127,0,로얄,48.0,202310,19,"10,000",3,2,-,-,1981,엄광로 394,-,중개거래,부산 부산진구,23.11.20,아파트
4527,부산시 수영구 남천동,부산시,수영구,남천동,부산시 수영구 남천동 금양아이파크,10-2,10,2,금양아이파크,64.5347,202310,19,"29,000",금양아이파크,4,-,-,2017,남천동로9번길 38,-,직거래,-,23.10.19,아파트
4529,부산시 사상구 괘법동,부산시,사상구,괘법동,부산시 사상구 괘법동 굿모닝뷰,523-4,523,4,굿모닝뷰,69.105,202310,19,"25,800",-,11,-,-,2018,낙동대로1210번길 84,-,직거래,-,23.10.20,아파트
4536,부산시 기장군 기장읍 대라리,부산시,기장군,기장읍,부산시 기장군 기장읍 담덕기장센텀,126-2,126,2,담덕기장센텀,48.54,202310,19,"13,750",-,15,-,-,2014,차성동로45번길 31,-,중개거래,부산 기장군,23.11.20,아파트
4545,부산시 금정구 구서동,부산시,금정구,구서동,부산시 금정구 구서동 태진팰리스,86-52,86,52,태진팰리스,68.17,202310,19,"28,884",-,7,-,-,2018,수림로50번길 176,-,직거래,-,23.11.07,아파트
4547,부산시 해운대구 반여동,부산시,해운대구,반여동,부산시 해운대구 반여동 센텀KCC스위첸,1691,1691,0,센텀KCC스위첸,102.92,202310,19,"81,500",103,17,-,-,2022,반여로 42,-,중개거래,부산 해운대구,23.10.31,아파트
4549,부산시 금정구 장전동,부산시,금정구,장전동,부산시 금정구 장전동 벽산블루밍장전디자인시티3단지,721,721,0,벽산블루밍장전디자인시티3단지,84.99,202310,19,"44,000",301,6,-,-,2012,금강로 225,-,중개거래,부산 금정구,24.01.11,아파트
4572,부산시 금정구 남산동,부산시,금정구,남산동,부산시 금정구 남산동 태경그린빌,122-7,122,7,태경그린빌,84.99,202310,19,"21,000",-,7,-,-,2003,학산로13번길 3,-,중개거래,부산 금정구,23.11.23,아파트
