complexNo,sido,gungu,dong,complexName
7178,대구시,수성구,시지동,노변다숲
7173,대구시,수성구,시지동,노변동서우방타운
7181,대구시,수성구,시지동,노변청구타운
104737,대구시,수성구,시지동,모닝하이츠
114168,대구시,수성구,시지동,수성알파시티동화아이위시
7186,대구시,수성구,시지동,시지대백
106479,대구시,수성구,시지동,시지미래하이츠
144657,대구시,수성구,시지동,시지센트레빌
25945,대구시,수성구,시지동,시지아이프라임
7189,대구시,수성구,시지동,시지은세계
25341,대구시,수성구,시지동,시지태왕아너스
26429,대구시,수성구,시지동,월드메르디앙
7192,대구시,수성구,시지동,제림은탑
7198,대구시,수성구,시지동,청구전원타운
138176,대구시,수성구,시지동,태원리버힐
122823,대구시,수성구,신매동,경일라임빌
7213,대구시,수성구,신매동,두성
17238,대구시,수성구,신매동,사월화성파크드림1단지(주상복합)
17240,대구시,수성구,신매동,사월화성파크드림2단지(주상복합)
17239,대구시,수성구,신매동,사월화성파크드림3단지(주상복합)
7211,대구시,수성구,신매동,시지대백신화창신맨션
7227,대구시,수성구,신매동,시지동서타운
147762,대구시,수성구,신매동,시지라온프라이빗
104193,대구시,수성구,신매동,시지반도유보라
7235,대구시,수성구,신매동,시지보성서한타운
7224,대구시,수성구,신매동,시지신매보성타운3차
7239,대구시,수성구,신매동,시지에덴타운
7264,대구시,수성구,신매동,시지천마타운
7243,대구시,수성구,신매동,시지태성
7278,대구시,수성구,신매동,시지태왕하이츠1차
10614,대구시,수성구,신매동,시지태왕하이츠3차
104240,대구시,수성구,신매동,시지하나로하이츠
25774,대구시,수성구,신매동,시지효성백년가약1단지(주상복합)
2142,대구시,수성구,신매동,시지효성백년가약2단지
7248,대구시,수성구,신매동,신매우방타운
19235,대구시,수성구,신매동,신매효성백년가약청
7257,대구시,수성구,신매동,신화빌라트
26456,대구시,수성구,신매동,아이프라임신매
27152,대구시,수성구,신매동,유성푸르나임르노블
7240,대구시,수성구,신매동,청솔타운
7272,대구시,수성구,신매동,한라삼주협화
17594,대구시,수성구,신매동,한라하우젠트(주상복합)
26048,대구시,수성구,욱수동,보국웰리치
25340,대구시,수성구,욱수동,시지4차태왕하이츠
10665,대구시,수성구,욱수동,시지5차태왕하이츠
150282,대구시,수성구,욱수동,시지삼정그린코아포레스트(민간임대)
6918,대구시,수성구,중동,광명맨션
6922,대구시,수성구,중동,서울중동
124653,대구시,수성구,중동,수성골드클래스더센텀
127730,대구시,수성구,중동,수성데시앙리버뷰
128042,대구시,수성구,중동,수성뷰웰리버파크
136393,대구시,수성구,중동,수성센트럴화성파크드림(주상복합)
135425,대구시,수성구,중동,수성푸르지오리버센트
116450,대구시,수성구,중동,수성효성해링턴플레이스
108912,대구시,수성구,중동,아원수성천가지꿈
23613,대구시,수성구,중동,아크로파트
110337,대구시,수성구,중동,중동서울(주상복합)
23614,대구시,수성구,중동,코리아
10606,대구시,수성구,지산동,낙원
7284,대구시,수성구,지산동,녹원맨션
135817,대구시,수성구,지산동,대왕
7294,대구시,수성구,지산동,대우로얄하이츠
135207,대구시,수성구,지산동,더샵수성라크에르
108686,대구시,수성구,지산동,동산타운
7299,대구시,수성구,지산동,동서
7304,대구시,수성구,지산동,동서무학
102179,대구시,수성구,지산동,두원(주상복합)
110110,대구시,수성구,지산동,리치팰리스
7311,대구시,수성구,지산동,목련
112158,대구시,수성구,지산동,사랑누리
112022,대구시,수성구,지산동,수성레이크뷰
113143,대구시,수성구,지산동,수성벨루체
119209,대구시,수성구,지산동,수성파크(민간임대)
110784,대구시,수성구,지산동,우방빌라트
7351,대구시,수성구,지산동,우방타운
133205,대구시,수성구,지산동,위너스타운
137684,대구시,수성구,지산동,유림빌
108303,대구시,수성구,지산동,지산5단지
7332,대구시,수성구,지산동,지산리더스
7317,대구시,수성구,지산동,지산보성맨션
7341,대구시,수성구,지산동,지산서한이다음
120067,대구시,수성구,지산동,지산아이위시네이처
7346,대구시,수성구,지산동,지산에덴
7348,대구시,수성구,지산동,지산영남맨션
7353,대구시,수성구,지산동,지산청구
7339,대구시,수성구,지산동,지산타운3단지
110615,대구시,수성구,지산동,지산파크뷰
7355,대구시,수성구,지산동,지산한라타운
7357,대구시,수성구,지산동,지산현대맨션
7358,대구시,수성구,지산동,지산협화맨션
18283,대구시,수성구,지산동,지산화성파크드림
122452,대구시,수성구,지산동,지산힐그린
7360,대구시,수성구,지산동,청구호반맨션
7321,대구시,수성구,지산동,청산
122104,대구시,수성구,지산동,칸타빌지산
7356,대구시,수성구,지산동,한라자연맨션
7362,대구시,수성구,지산동,화성
25455,대구시,수성구,파동,경남리버파크
25444,대구시,수성구,파동,경북
11283,대구시,수성구,파동,남광타운
6924,대구시,수성구,파동,대자연맨션1차
122237,대구시,수성구,파동,더펜트하우스수성
110918,대구시,수성구,파동,드림팰리스
127357,대구시,수성구,파동,산호
6927,대구시,수성구,파동,송원맨션
139444,대구시,수성구,파동,수성더팰리스푸르지오더샵
144503,대구시,수성구,파동,수성레이크우방아이유쉘
9355,대구시,수성구,파동,수성맨션
103331,대구시,수성구,파동,수성못코오롱하늘채
109537,대구시,수성구,파동,수성아이파크
148804,대구시,수성구,파동,수성포레스트스위첸
141100,대구시,수성구,파동,수성해모로하이엔
14199,대구시,수성구,파동,실리안
10426,대구시,수성구,파동,청구파동하이츠
24924,대구시,수성구,파동,청림리더스
19770,대구시,수성구,파동,파동태왕리더스
10928,대구시,수성구,파동,파동화성파크뷰
24776,대구시,수성구,파동,한국
6929,대구시,수성구,황금동,가든하이츠2차
109137,대구시,수성구,황금동,골든하이츠
119077,대구시,수성구,황금동,문화베스트하임
102931,대구시,수성구,황금동,사랑마을다인
12900,대구시,수성구,황금동,성창파크빌
6931,대구시,수성구,황금동,신천지타운
6935,대구시,수성구,황금동,신천지하이츠
100566,대구시,수성구,황금동,신포3차
17060,대구시,수성구,황금동,신포빌라2차
6945,대구시,수성구,황금동,청원
117561,대구시,수성구,황금동,칸타빌황금
178017,대구시,수성구,황금동,캐슬골드파크
14546,대구시,수성구,황금동,코아시스105(주상복합)
9600,대구시,수성구,황금동,태왕아너스
10054,대구시,수성구,황금동,화성고려파크뷰
10705,대구시,수성구,황금동,황금미진
17489,대구시,수성구,황금동,황금한화오벨리스크(주상복합)
110965,대구시,수성구,황금동,힐스테이트황금동
126589,대구시,수성구,황금동,힐스테이트황금엘포레
173377,대구시,수성구,황금동,힐스테이트황금역리저브1단지(주상복합)
172997,대구시,수성구,황금동,힐스테이트황금역리저브2단지(주상복합)
19771,대구시,중구,계산동2가,신성미소시티(주상복합)
104684,대구시,중구,교동,노마즈하우스(도시형)
119870,대구시,중구,남산동,e편한세상남산(주상복합)
103643,대구시,중구,남산동,극동스타클래스남산
6440,대구시,중구,남산동,까치
17062,대구시,중구,남산동,남문1지구
105491,대구시,중구,남산동,남문시장2지구(주상복합)
142413,대구시,중구,남산동,남문시장3지구
11488,대구시,중구,남산동,남산그린타운
122280,대구시,중구,남산동,남산롯데캐슬센트럴스카이
101595,대구시,중구,남산동,남산모던(주상복합)
112121,대구시,중구,남산동,남산역화성파크드림
125062,대구시,중구,남산동,남산자이하늘채
120878,대구시,중구,남산동,로하스남산(주상복합)
19772,대구시,중구,남산동,반월당SK허브스카이(주상복합)
14491,대구시,중구,남산동,반월당삼정그린코아(주상복합)
130789,대구시,중구,남산동,반월당역서한포레스트(주상복합)
103967,대구시,중구,남산동,반월당효성해링턴플레이스(주상복합)
6443,대구시,중구,남산동,보성송림
6445,대구시,중구,남산동,보성황실타운
126644,대구시,중구,남산동,부림베스트빌
111418,대구시,중구,남산동,수도맨션
119218,대구시,중구,남산동,시티뷰
17063,대구시,중구,남산동,심미한마음
107768,대구시,중구,남산동,인터불고코아시스(도시형)
23784,대구시,중구,남산동,청라센트럴파크
129643,대구시,중구,남산동,청라힐스자이
137207,대구시,중구,남산동,해링턴플레이스더반월당(주상복합)
117845,대구시,중구,남산동,현서그린빌
104270,대구시,중구,달성동,금오맨션
133974,대구시,중구,달성동,달성파크푸르지오힐스테이트
13823,대구시,중구,대봉동,광명맨션
113387,대구시,중구,대봉동,금천
121954,대구시,중구,대봉동,대봉
145318,대구시,중구,대봉동,대봉서한이다음
128354,대구시,중구,대봉동,대봉서한포레스트(주상복합)
107549,대구시,중구,대봉동,대봉태왕아너스
11670,대구시,중구,대봉동,대봉화성그린빌
22888,대구시,중구,대봉동,대봉화성파크드림
127729,대구시,중구,대봉동,더샵리비테르1차
127727,대구시,중구,대봉동,더샵리비테르2차
13620,대구시,중구,대봉동,센트로팰리스(주상복합)
123672,대구시,중구,대봉동,송정
135823,대구시,중구,대봉동,아이렉스
6459,대구시,중구,대봉동,청운맨션
122790,대구시,중구,대봉동,청운아트빌
111647,대구시,중구,대신동,e편한세상대신
13454,대구시,중구,대신동,광명
123260,대구시,중구,대신동,대신
105070,대구시,중구,대신동,대신센트럴자이
13234,대구시,중구,대신동,동서타운
134146,대구시,중구,대신동,청라힐지웰더센트로
116791,대구시,중구,대신동,춘전맨션
15320,대구시,중구,대신동,태왕아너스스카이
107601,대구시,중구,대신동,협화
17064,대구시,중구,도원동,도원
130646,대구시,중구,도원동,힐스테이트도원센트럴(주상복합)
8893,대구시,중구,동산동,동산
101868,대구시,중구,동산동,석우리치타운(주상복합)
127207,대구시,중구,동산동,청라언덕역서한포레스트(주상복합)
135827,대구시,중구,동인동1가,대구역센트럴대원칸타빌(주상복합)
101668,대구시,중구,동인동1가,삼승슈퍼타워(주상복합)
6464,대구시,중구,동인동1가,시티타운
17065,대구시,중구,동인동1가,태평
131195,대구시,중구,동인동1가,힐스테이트동인센트럴(주상복합)
104412,대구시,중구,동인동3가,동남맨션
135165,대구시,중구,동인동3가,엑소디움센트럴동인
162499,대구시,중구,동인동3가,태왕아너스라플란드
124699,대구시,중구,동인동3가,협화동인
127000,대구시,중구,동인동4가,금호
107645,대구시,중구,동인동4가,동부
102330,대구시,중구,동인동4가,동인삼정그린코아
19707,대구시,중구,봉산동,봉산뜨란채
23697,대구시,중구,삼덕동2가,나누리
127593,대구시,중구,삼덕동2가,대운시티(도시형)
138014,대구시,중구,삼덕동2가,동성로SK리더스뷰(주상복합)
128506,대구시,중구,삼덕동2가,빌리브프리미어(주상복합)
108468,대구시,중구,삼덕동2가,삼덕드림타운
107311,대구시,중구,삼덕동2가,삼덕메트로빌
102902,대구시,중구,삼덕동2가,삼덕아이파크
114638,대구시,중구,삼덕동2가,삼덕인베스트
118935,대구시,중구,삼덕동2가,아진맨션
107503,대구시,중구,삼덕동2가,홍길
102935,대구시,중구,삼덕동3가,삼덕청아람리슈빌
121311,대구시,중구,상서동,중앙시티라이프(도시형)
110974,대구시,중구,서성로1가,서성로훼미리타운
137563,대구시,중구,서성로1가,중앙로역푸르지오더센트럴(주상복합)
17066,대구시,중구,수동,희도
112400,대구시,중구,수창동,경진테크빌
109445,대구시,중구,수창동,대구역센트럴자이(주상복합)
128360,대구시,중구,수창동,대구역제일풍경채위너스카이(주상복합)
114980,대구시,중구,시장북로,센텀리움
113860,대구시,중구,완전동,팔레스빌(도시형)
111071,대구시,중구,장관동,황궁
140962,대구시,중구,태평로1가,대구역한라하우젠트센트로(주상복합)
17068,대구시,중구,태평로1가,태평라이프
25461,대구시,중구,태평로2가,건영
128323,대구시,중구,태평로2가,힐스테이트대구역(주상복합)
126037,대구시,중구,태평로3가,대구역경남센트로팰리스(주상복합)
118000,대구시,중구,태평로3가,지성하이츠(주상복합)
140805,대구시,중구,태평로3가,힐스테이트달성공원역(주상복합)
142798,대구시,중구,태평로3가,힐스테이트대구역퍼스트
143683,대구시,중구,태평로3가,힐스테이트대구역퍼스트2차
116618,대구시,중구,포정동,무궁화
17069,대구시,중구,향촌동,대보(주상복합)
122251,대구시,군위군,군위읍,골든렉시움
120625,대구시,군위군,군위읍,군위서부LH천년나무1단지
140053,대구시,군위군,군위읍,리치캐슬
141821,대구시,군위군,군위읍,명성1차
148920,대구시,군위군,군위읍,명성4차
131502,대구시,군위군,군위읍,부국군위(주상복합)
144260,대구시,군위군,군위읍,부국명가
131542,대구시,군위군,군위읍,부국타워
117618,대구시,군위군,군위읍,사랑정원
140864,대구시,군위군,군위읍,서원
152305,대구시,군위군,군위읍,센텀네오빌
141974,대구시,군위군,군위읍,웅비뜨레마루
167020,대구시,군위군,군위읍,행복정원
104057,광주시,광산구,도산동,대덕
100857,광주시,광산구,도산동,도산대주파크빌1차
16444,광주시,광산구,도산동,도산대주파크빌2차
4367,광주시,광산구,도산동,도산무등
8044,광주시,광산구,도산동,도산호반1차
158577,광주시,광산구,도산동,미르채(민간임대)
104059,광주시,광산구,도산동,보경해피드림
104292,광주시,광산구,도산동,삼라극동
16470,광주시,광산구,도산동,삼라미주
4368,광주시,광산구,도산동,서경
8046,광주시,광산구,도산동,서라
110819,광주시,광산구,도산동,송정역숲안애
115867,광주시,광산구,도산동,송정우방아이유쉘
8043,광주시,광산구,도산동,우미
153599,광주시,광산구,도산동,우방아이유쉘
127621,광주시,광산구,도산동,청암
123082,광주시,광산구,도산동,카이스트빌
111876,광주시,광산구,도산동,카이스트빌2차
8045,광주시,광산구,도산동,호반2차
100859,광주시,광산구,도산동,호반청암빌라트
16474,광주시,광산구,도천동,중흥1단지
16475,광주시,광산구,도천동,중흥2단지
118881,광주시,광산구,비아동,첨단금호어울림더테라스
143040,광주시,광산구,비아동,첨단한국아델리움57
147332,광주시,광산구,비아동,태호뮤렌
16476,광주시,광산구,비아동,하남지구호반
117918,광주시,광산구,비아동,해성행복애가(도시형)
101975,광주시,광산구,산월동,부영1단지
104320,광주시,광산구,산월동,부영2차
112674,광주시,광산구,산월동,부영3차
101140,광주시,광산구,산월동,부영그린타운1차
107287,광주시,광산구,산월동,부영사랑으로6차
104328,광주시,광산구,산월동,부영사랑으로7차
101223,광주시,광산구,산월동,첨단3-1호반리젠시빌
101224,광주시,광산구,산월동,첨단3-2호반리젠시빌
101225,광주시,광산구,산월동,첨단3-3호반리젠시빌
104294,광주시,광산구,산월동,첨단3-5호반리젠시빌
27437,광주시,광산구,산정동,부영애시앙2차
4380,광주시,광산구,산정동,산정대덕훼미리
27436,광주시,광산구,산정동,산정셀트리움
140637,광주시,광산구,산정동,어등산대광로제비앙퍼스트뷰
104905,광주시,광산구,산정동,어등산대방노블랜드
111022,광주시,광산구,산정동,어등산한국아델리움1단지
111023,광주시,광산구,산정동,어등산한국아델리움2단지
126171,광주시,광산구,산정동,어등산한양수자인테라스플러스
103497,광주시,광산구,산정동,중흥S-클래스
16479,광주시,광산구,산정동,태양
112767,광주시,광산구,산정동,하남2지구다사로움2단지
106181,광주시,광산구,선암동,광주선운지구이지더원1단지
106182,광주시,광산구,선암동,광주선운지구이지더원2단지
108394,광주시,광산구,선암동,광주선운지구이지더원3단지
151225,광주시,광산구,선암동,선운더브이레브리티
164283,광주시,광산구,선암동,선운리버프라임
105023,광주시,광산구,선암동,선운모아엘가
140877,광주시,광산구,선암동,선운지구다사로움
108494,광주시,광산구,선암동,선운지구진아리채
140666,광주시,광산구,선암동,선운지구해광샹그릴라
172277,광주시,광산구,선암동,어등산진아리채리버필드
8049,광주시,광산구,소촌동,금호훼밀리
8050,광주시,광산구,소촌동,대덕무지개
16481,광주시,광산구,소촌동,대화
121165,광주시,광산구,소촌동,더뷰(도시형)
16487,광주시,광산구,소촌동,모아드림타운1차
16488,광주시,광산구,소촌동,보라2차
126403,광주시,광산구,소촌동,보양맨션
110508,광주시,광산구,소촌동,삼라
103175,광주시,광산구,소촌동,성화파인빌
153503,광주시,광산구,소촌동,소촌국제미소래2차(민간임대)
172638,광주시,광산구,소촌동,소촌대라수
102514,광주시,광산구,소촌동,소촌대성베르힐
9941,광주시,광산구,소촌동,소촌라인1차
16486,광주시,광산구,소촌동,소촌라인2차
102412,광주시,광산구,소촌동,소촌모아드림타운2차
110362,광주시,광산구,소촌동,소촌모아엘가
16491,광주시,광산구,소촌동,소촌서라1차
16492,광주시,광산구,소촌동,소촌서라2차
16494,광주시,광산구,소촌동,소촌서라3차
16500,광주시,광산구,소촌동,소촌스위트밸리1차
159581,광주시,광산구,소촌동,소촌지오스테이션
8052,광주시,광산구,소촌동,송광2차
8053,광주시,광산구,소촌동,송광3차
101759,광주시,광산구,소촌동,스위트밸리2차
101986,광주시,광산구,소촌동,온세계아트빌
25352,광주시,광산구,소촌동,이지스위트밸리3차
143670,광주시,광산구,소촌동,한광
133046,광주시,광산구,소촌동,힐스테이트광산
139954,광주시,광산구,송정동,공항
108889,광주시,광산구,송정동,광신프로그레스
115405,광주시,광산구,송정동,광주송정역모아엘가
111263,광주시,광산구,송정동,광주송정역센트럴시티(도시형)
123560,광주시,광산구,송정동,대천
8051,광주시,광산구,송정동,대화
115433,광주시,광산구,송정동,마이다스빌
157952,광주시,광산구,송정동,명동
108890,광주시,광산구,송정동,보라맨션
107860,광주시,광산구,송정동,송정e-다움
16503,광주시,광산구,송정동,송정금강
4369,광주시,광산구,송정동,송정대덕9차
114848,광주시,광산구,송정동,송정뜰안애(주상복합)
16505,광주시,광산구,송정동,송정라인1차
16508,광주시,광산구,송정동,송정라인2차
101142,광주시,광산구,송정동,송정명지2차
16506,광주시,광산구,송정동,송정모아
4370,광주시,광산구,송정동,송정상아
115490,광주시,광산구,송정동,송정역숲안애2차
124658,광주시,광산구,송정동,송정크레지움센트럴(주상복합)
104817,광주시,광산구,송정동,신한화
101141,광주시,광산구,송정동,온세계아이조움
123745,광주시,광산구,송정동,중앙센트럴시티(도시형)
115032,광주시,광산구,송정동,펠릭스골드(도시형)
112577,광주시,광산구,송정동,현대디에코1차(도시형)
112777,광주시,광산구,송정동,현대디에코2차(도시형)
122805,광주시,광산구,송정동,현대디에코3차(도시형)
103673,광주시,광산구,수완동,광주수완대방노블랜드6차
27438,광주시,광산구,수완동,광주수완코오롱하늘채
109875,광주시,광산구,수완동,수안채리치
102414,광주시,광산구,수완동,수완대주피오레6단지
119559,광주시,광산구,수완동,수완산이고운더테라스(도시형)
116429,광주시,광산구,수완동,수완아뜨리움
27893,광주시,광산구,수완동,수완우미린1차
100460,광주시,광산구,수완동,수완우미린2차
103498,광주시,광산구,수완동,수완지구영무예다음2차
104893,광주시,광산구,수완동,수완진아리채2차
121582,광주시,광산구,수완동,수완포레
101250,광주시,광산구,수완동,은빛마을모아엘가
103310,광주시,광산구,수완동,해솔마을대방노블랜드2차
101762,광주시,광산구,수완동,해솔마을현진에버빌1단지
127087,광주시,광산구,신가동,모아엘가더수완
100210,광주시,광산구,신가동,수등리안
100865,광주시,광산구,신가동,수완1단지중흥에스-클래스
104013,광주시,광산구,신가동,수완대성베르힐
108681,광주시,광산구,신가동,수완지구호반베르디움1차
103923,광주시,광산구,신가동,수완진아리채1차
105716,광주시,광산구,신가동,수완한양수자인
152577,광주시,광산구,신가동,스타파크(도시형)
100211,광주시,광산구,신가동,신가1차호반리젠시빌
100214,광주시,광산구,신가동,신가호반리젠시빌2차
100869,광주시,광산구,신가동,신창6차호반베르디움
104656,광주시,광산구,신가동,신창부영사랑으로6차
104657,광주시,광산구,신가동,신창부영사랑으로7차
27894,광주시,광산구,신가동,아름마을대방노블랜드
16533,광주시,광산구,신가동,우미이노스빌
13105,광주시,광산구,신가동,중흥2차
108387,광주시,광산구,신창동,광주신창대광로제비앙
111394,광주시,광산구,신창동,대라수
101253,광주시,광산구,신창동,부영사랑으로3차
101143,광주시,광산구,신창동,삼능
25186,광주시,광산구,신창동,신창1차남양휴튼
25185,광주시,광산구,신창동,신창2차남양휴튼
101144,광주시,광산구,신창동,신창3차호반베르디움
19096,광주시,광산구,신창동,신창5차호반베르디움
101993,광주시,광산구,신창동,신창모아미래도
108892,광주시,광산구,신창동,신창부영1차
108900,광주시,광산구,신창동,신창부영2차
111667,광주시,광산구,신창동,신창부영사랑으로5차
119343,광주시,광산구,신창동,신창유탑유블레스리버뷰
119034,광주시,광산구,신창동,엘림타운
151700,광주시,광산구,신창동,"정원씨티캐슬1(민간임대,도시형)"
120664,광주시,광산구,신창동,"정원씨티캐슬2(민간임대,도시형)"
16538,광주시,광산구,신창동,중흥1차
27624,광주시,광산구,신창동,풍영리버빌
100212,광주시,광산구,신창동,해광샹그릴라
174778,광주시,광산구,신촌동,송정공원역대라수(민간임대)
112490,광주시,광산구,신촌동,신촌대주
109993,광주시,광산구,신촌동,신촌명지
109994,광주시,광산구,신촌동,신촌명지로드힐
104807,광주시,광산구,신촌동,정석그린
106335,광주시,광산구,신촌동,중도다이아빌
147200,광주시,광산구,신촌동,현대
151564,광주시,광산구,쌍암동,도원(도시형)
158082,광주시,광산구,쌍암동,래미안(도시형)
162040,광주시,광산구,쌍암동,봉소(도시형)
124555,광주시,광산구,쌍암동,샤넬타운(도시형)
149189,광주시,광산구,쌍암동,스튜디오23(도시형)
108894,광주시,광산구,쌍암동,쌍암중흥S-클래스리버시티(주상복합)
147317,광주시,광산구,쌍암동,"안나푸르나(민간임대,주상복합)"
117783,광주시,광산구,쌍암동,에이엠시티4차(도시형)
117924,광주시,광산구,쌍암동,에이엠시티5차(도시형)
112363,광주시,광산구,쌍암동,에이엠시티센트럴파크(도시형)
122874,광주시,광산구,쌍암동,"위너스타운(민간임대,도시형)"
117657,광주시,광산구,쌍암동,윤진리안채(도시형)
118969,광주시,광산구,쌍암동,첨단AM-City2차(도시형)
113165,광주시,광산구,쌍암동,첨단대라수
123742,광주시,광산구,쌍암동,"첨단대라수2차(민간임대,주상복합)"
130925,광주시,광산구,쌍암동,첨단대라수3차(주상복합)
131628,광주시,광산구,쌍암동,첨단대라수어썸시티5차(주상복합)
111819,광주시,광산구,쌍암동,첨단도휘에드가2차(도시형)
117962,광주시,광산구,쌍암동,첨단센트럴파크2차(도시형)
120527,광주시,광산구,쌍암동,첨단에이엠시티3차(도시형)
155778,광주시,광산구,쌍암동,"첨단중해마루힐1차(민간임대,주상복합)"
155780,광주시,광산구,쌍암동,"첨단중해마루힐2차(민간임대,주상복합)"
114962,광주시,광산구,쌍암동,한양에드가1차(도시형)
123655,광주시,광산구,쌍암동,휴먼빌(도시형)
114300,광주시,광산구,쌍암동,힐스테이트리버파크(주상복합)
137985,광주시,광산구,쌍암동,힐스테이트첨단(주상복합)
155627,광주시,광산구,옥동,평동역광신프로그레스(민간임대)
147325,광주시,광산구,옥동,한아름골드(민간임대)
25102,광주시,광산구,우산동,대광로제비앙
100875,광주시,광산구,우산동,대덕2차
117117,광주시,광산구,우산동,대덕훼미리
4404,광주시,광산구,우산동,동산
15531,광주시,광산구,우산동,리버힐
155898,광주시,광산구,우산동,"무진로더브이벨라코트(민간임대,주상복합)"
126543,광주시,광산구,우산동,무진로진아리채리버뷰
169617,광주시,광산구,우산동,무진테라스랜드마크하이엔드77(주상복합)
116726,광주시,광산구,우산동,세계수영선수촌중흥S-클래스센트럴
117118,광주시,광산구,우산동,송광
15535,광주시,광산구,우산동,시영2단지
125121,광주시,광산구,우산동,쌍용더플래티넘광산
4405,광주시,광산구,우산동,어등하이빌
115739,광주시,광산구,우산동,에드가리움(도시형)
4406,광주시,광산구,우산동,우미
117194,광주시,광산구,우산동,우산AM-City하이클래스(도시형)
119020,광주시,광산구,우산동,우산동부센트레빌(주상복합)
111983,광주시,광산구,우산동,우산에이엠시티스카이하이(도시형)
156798,광주시,광산구,우산동,우산중흥S-클래스리버티
160637,광주시,광산구,우산동,우산청암더스위트2차
147963,광주시,광산구,우산동,"우산한국아델리움더스위트(민간임대,주상복합)"
147761,광주시,광산구,우산동,장미빌라트
4407,광주시,광산구,우산동,하남제일파크맨션
4410,광주시,광산구,우산동,하남주공2차
111422,광주시,광산구,우산동,한국아델리움&중해마루힐
117540,광주시,광산구,우산동,휴로스(도시형)
100567,광주시,광산구,운남동,광주운남주공6단지
100568,광주시,광산구,운남동,광주운남주공7단지
15556,광주시,광산구,운남동,남양
4371,광주시,광산구,운남동,삼성
146357,광주시,광산구,운남동,우방아이유쉘
4373,광주시,광산구,운남동,운남주공2단지
4375,광주시,광산구,운남동,운남주공3단지
4376,광주시,광산구,운남동,운남주공4단지
4378,광주시,광산구,운남동,운남주공5단지
100569,광주시,광산구,운남동,운남주공8단지
120066,광주시,광산구,운남동,운남진아리채리버힐즈
15565,광주시,광산구,운수동,가천
148938,광주시,광산구,운수동,광주선운2포리에
10465,광주시,광산구,월계동,건영
4384,광주시,광산구,월계동,기산
121260,광주시,광산구,월계동,더리안(도시형)
4386,광주시,광산구,월계동,동아
145843,광주시,광산구,월계동,라펜트힐
112190,광주시,광산구,월계동,무들에코클래스(도시형)
121300,광주시,광산구,월계동,베네시티(주상복합)
10611,광주시,광산구,월계동,벽산
10610,광주시,광산구,월계동,성원
153781,광주시,광산구,월계동,스타힐스(도시형)
4394,광주시,광산구,월계동,신동아
123003,광주시,광산구,월계동,아크로시티(주상복합)
4392,광주시,광산구,월계동,월계모아
4399,광주시,광산구,월계동,일신
153407,광주시,광산구,월계동,일신프레뷰(주상복합)
117813,광주시,광산구,월계동,제이지파크(도시형)
137364,광주시,광산구,월계동,제이지파크2차(주상복합)
117196,광주시,광산구,월계동,첨단AM-City(도시형)
118424,광주시,광산구,월계동,첨단AM-City스카이하이(도시형)
112252,광주시,광산구,월계동,첨단Am-City스카이하이2차(도시형)
8070,광주시,광산구,월계동,첨단과학산업기지라인3차
10279,광주시,광산구,월계동,첨단금광베네스타
4383,광주시,광산구,월계동,첨단금호타운
13705,광주시,광산구,월계동,첨단남양파크
4385,광주시,광산구,월계동,첨단대우
10601,광주시,광산구,월계동,첨단동부
4388,광주시,광산구,월계동,첨단두산1차
4389,광주시,광산구,월계동,첨단두산2차
4390,광주시,광산구,월계동,첨단라인5차
10602,광주시,광산구,월계동,첨단라인6차
8071,광주시,광산구,월계동,첨단라인7차
4391,광주시,광산구,월계동,첨단라인8차
104805,광주시,광산구,월계동,첨단모아미래도
10790,광주시,광산구,월계동,첨단산업기지라인1차
8069,광주시,광산구,월계동,첨단산업기지라인2차
10609,광주시,광산구,월계동,첨단삼능
8072,광주시,광산구,월계동,첨단삼성
15606,광주시,광산구,월계동,첨단서라
4393,광주시,광산구,월계동,첨단선경
4397,광주시,광산구,월계동,첨단우미1차
4398,광주시,광산구,월계동,첨단우미2차
16551,광주시,광산구,월계동,첨단우미3차
10260,광주시,광산구,월계동,첨단지구대주
4395,광주시,광산구,월계동,첨단지구쌍용
16552,광주시,광산구,월계동,첨단호반1차
16554,광주시,광산구,월계동,첨단호반2차
107179,광주시,광산구,월계동,케이에스타운(도시형)
100571,광주시,광산구,월곡동,영천마을주공10단지
100570,광주시,광산구,월곡동,영천마을주공9단지
4401,광주시,광산구,월곡동,하남금호타운
16558,광주시,광산구,월곡동,하남부영
4400,광주시,광산구,월곡동,하남일신
4402,광주시,광산구,월곡동,한성1차
4403,광주시,광산구,월곡동,한성2차
103669,광주시,광산구,장덕동,골드클래스
103662,광주시,광산구,장덕동,광주수완세영리첼
102093,광주시,광산구,장덕동,광주수완지구대주피오레
101770,광주시,광산구,장덕동,광주수완현진에버빌2단지
103899,광주시,광산구,장덕동,성덕마을대방노블랜드3차
105696,광주시,광산구,장덕동,성덕마을대방노블랜드5차
100878,광주시,광산구,장덕동,성덕마을새한포유
110661,광주시,광산구,장덕동,수완2차숲안애(도시형)
107890,광주시,광산구,장덕동,수완골드클래스2차(도시형)
108903,광주시,광산구,장덕동,수완루아채
111818,광주시,광산구,장덕동,수완숲안애(도시형)
101772,광주시,광산구,장덕동,수완신안실크밸리
100880,광주시,광산구,장덕동,수완양우내안애
101794,광주시,광산구,장덕동,수완자이
100883,광주시,광산구,장덕동,수완지구영무예다음
103547,광주시,광산구,장덕동,수완지구호반베르디움2차
106813,광주시,광산구,장덕동,장덕마을부영애시앙
